ALXN,http://www.alexion.com,http://apps.shareholder.com/rss/rss.aspx?channels=1485&companyid=ALXN&sh_auth=3897472960%2E0%2E0%2E42783%2E7c441f73d810faac434ce823d8562ac3
AMAT,http://www.appliedmaterials.com,http://investors.appliedmaterials.com/corporate.rss?c=112059&Rule=Cat=news~subcat=ALL
AME,http://www.ametek.com,
AMG,http://www.amg.com,
AMGN,http://www.amgen.com,http://investors.amgen.com/corporate.rss?c=61656&Rule=Cat=news~subcat=ALL
AMP,http://www.ameriprise.com,
AMT,http://www.americantower.com,
AMX,http://www.americamovil.com,
AMZN,http://www.amazon.com,http://phx.corporate-ir.net/corporate.rss?c=97664&Rule=Cat=news~subcat=ALL
AN,http://www.autonation.com,
ANF,http://www.abercrombie.com,http://phx.corporate-ir.net/corporate.rss?c=61701&Rule=Cat=news~subcat=ALL
ANTM,http://www.antheminc.com,
AON,http://www.aon.com,
APA,http://www.apachecorp.com,
APC,http://www.anadarko.com,http://investors.anadarko.com/news-releases?pagetemplate=rss
APD,http://www.airproducts.com,http://feeds.airproducts.com/news/financial?_ga=1.168949985.1737811678.1487605177
APH,http://www.amphenol.com,
ARE,http://www.labspace.com,
ARG,http://www.airgas.com,
ASH,http://www.ashland.com,http://apps.shareholder.com/rss/rss.aspx?channels=9455&companyid=ASH&sh_auth=3926727811%2E0%2E0%2E42787%2E0a2692f15ad049899854aa651238f63e
ATO,http://www.atmosenergy.com,
ATR,http://www.aptar.com,http://investors.aptar.com/corporate.rss?c=109617&Rule=Cat=news~subcat=ALL
ATVI,http://www.activisionblizzard.com,
AVB,http://www.avalonbay.com,
AVGO,http://www.broadcom.com,http://investors.broadcom.com/corporate.rss?c=203541&Rule=Cat=news~subcat=ALL
AVT,http://www.avnet.com,http://apps.shareholder.com/rss/rss.aspx?channels=1343&companyid=AVT&sh_auth=3926760518%2E0%2E0%2E42787%2E809f31234b4a19dae85a3e79dba5c0ee
AVY,http://www.averydennison.com,http://www.investors.averydennison.com/corporate.rss?c=97892&Rule=Cat=news~subcat=ALL
AXP,http://www.americanexpress.com,
AYI,http://www.acuitybrands.com,http://phx.corporate-ir.net/corporate.rss?c=130194&Rule=Cat=news~subcat=ALL
AZO,http://www.autozone.com,
BA,http://www.boeing.com,http://investors.boeing.com/rss/PressRelease.aspx?LanguageId=1&CategoryWorkflowId=1cb807d2-208f-4bc3-9133-6a9ad45ac3b0&tags=
BABA,http://www.alibabagroup.com,
BAC,http://www.bankofamerica.com,http://newsroom.bankofamerica.com/feeds/press_release/46009/rss.xml
BAP,http://www.credicorpnet.com,http://phx.corporate-ir.net/corporate.rss?c=97944&Rule=Cat=news~subcat=ALL
BAX,http://www.baxter.com,
BBBY,http://www.bedbathandbeyond.com,
BBRY,http://ca.blackberry.com,
BBT,http://www.bbt.com,
BBY,http://www.bestbuy.com,http://investors.bestbuy.com/rss/pressrelease.aspx
BCR,http://www.crbard.com,http://investorrelations.crbard.com/corporate.rss?c=91501&Rule=Cat=news~subcat=ALL
BDX,http://www.bd.com,
BEN,http://www.franklinresources.com,http://investors.franklinresources.com/rss/pressrelease.aspx
BHI,http://www.bakerhughes.com,http://phx.corporate-ir.net/corporate.rss?c=79687&Rule=Cat=news~subcat=ALL
BHP,http://www.bhpbilliton.com,
BID,http://www.sothebys.com,http://apps.shareholder.com/rss/rss.aspx?channels=2908&companyid=BID&sh_auth=3926858149%2E0%2E0%2E42787%2E072ac98c20a796ba1cfa1d0473e74f64
BIDU,http://www.baidu.com,
BIG,http://www.biglots.com,
BIIB,http://www.biogen.com,
BK,http://www.bnymellon.com,
BLK,http://www.blackrock.com,
BLL,http://www.ball.com,http://phx.corporate-ir.net/corporate.rss?c=115234&Rule=Cat=news~subcat=ALL
BMA,http://www.macro.com.ar,
BMRN,http://www.bmrn.com,http://investors.biomarin.com/press-releases?pagetemplate=rss
BMS,http://www.bemis.com,
BMY,http://www.bms.com,http://investor.bms.com/rss/pressrelease.aspx
BP,http://www.bp.com,
BSX,http://www.bostonscientific.com,http://phx.corporate-ir.net/corporate.rss?c=62272&Rule=Cat=news~subcat=ALL
BWA,http://www.borgwarner.com,
BWLD,http://www.buffalowildwings.com,http://www.buffalowildwings.com
BXP,http://www.bostonproperties.com,http://www.bostonproperties.com
CA,http://www.ca.com,
CAB,http://www.cabelas.com,
CAG,http://www.conagrafoods.com,
CAH,http://www.cardinalhealth.com,
CAKE,http://www.thecheesecakefactory.com,
CAMP,http://www.calamp.com,
CASY,http://www.caseys.com,
CAT,http://www.caterpillar.com,
CB,http://new.chubb.com,
CBG,http://www.cbre.com,
CBOE,http://www.cboe.com,
CBRL,http://www.crackerbarrel.com,
CBS,http://www.cbscorporation.com,
CBSH,http://www.commercebank.com,
CCI,http://www.crowncastle.com,
CCJ,http://www.cameco.com,
CCL,http://www.carnival.com,
CDK,http://www.cdkglobal.com,
CELG,http://www.celgene.com,
CERN,http://www.cerner.com,
CF,http://www.cfindustries.com,
CHD,http://www.churchdwight.com,
CHRW,http://www.chrobinson.com,
CI,http://www.cigna.com,
CIB,http://www.grupobancolombia.com,
CIEN,http://www.ciena.com,
CINF,http://www.cinfin.com,
CL,http://www.colgatepalmolive.com,
CLX,http://www.thecloroxcompany.com,
CMA,http://www.comerica.com,
CMCSA,http://www.comcast.com,
CME,http://www.cmegroup.com,
CMG,http://www.chipotle.com,
CMI,http://www.cummins.com,
CMS,http://www.cmsenergy.com,
CNC,http://www.centene.com,
CNO,http://www.cnoinc.com,
CNP,http://www.centerpointenergy.com,
COF,http://www.capitalone.com,
COG,http://www.cabotog.com,
COH,http://www.coach.com,
COL,http://www.rockwellcollins.com,
COO,http://www.coopercos.com,
COP,http://www.conocophillips.com,
COST,http://www.costco.com,
CPA,http://www.copaair.com,
CPB,http://www.campbellsoupcompany.com,
CPRT,http://www.copart.com,
CRM,http://www.salesforce.com,
CSC,http://www.csc.com,
CSCO,http://www.cisco.com,http://investor.cisco.com/rss/pressrelease.aspx
CSL,http://www.carlisle.com,
CSL,http://www.carlisle.com,
CSRA,http://www.csra.com,
CST,http://www.cstbrands.com,
CSX,http://www.csx.com,
CTAS,http://www.cintas.com,
CTL,http://www.centurylink.com,
CTSH,http://www.cognizant.com,
CTXS,http://www.citrix.com,
CVC,http://www.cablevision.com,
CVLT,http://www.commvault.com,
CVS,http://www.cvshealth.com,
CVX,http://www.chevron.com,
CXW,http://www.cca.com,
CYH,http://www.chs.net,
D,http://www.dom.com,
DAL,http://www.delta.com,
DD,http://www.dupont.com,
DECK,http://www.deckers.com,
DEI,http://www.douglasemmett.com,
DFS,http://www.discover.com,
DG,http://www.dollargeneral.com,
DGX,http://www.questdiagnostics.com,
DHI,http://www.drhorton.com,
DHR,http://www.danaher.com,
DIS,http://www.thewaltdisneycompany.com,
DISCA,http://corporate.discovery.com,
DKS,http://www.dickssportinggoods.com,
DLPH,http://www.delphi.com,
DLTR,http://www.dollartree.com,
DNB,http://www.dnb.com,
DNKN,http://www.dunkinbrands.com,
DNOW,http://www.distributionnow.com,
DO,http://www.diamondoffshore.com,
DOV,http://www.dovercorporation.com,
DOW,http://www.dow.com,
DPS,http://www.drpeppersnapplegroup.com,
DPZ,http://www.dominos.com,
DRE,http://www.dukerealty.com,
DRI,http://www.darden.com,
DTE,http://www.dteenergy.com,
DUK,http://www.duke-energy.com,
DVA,http://www.davita.com,
DVN,http://www.devonenergy.com,
DWA,http://www.dreamworksanimation.com,
EAT,http://www.brinker.com,
EBAY,http://www.ebayinc.com,
ECL,http://www.ecolab.com,
ED,http://www.conedison.com,
EFX,http://www.equifax.com,
EGN,http://www.energen.com,
EIX,http://www.edison.com,
EL,http://www.elcompanies.com,
EMC,http://www.emc.com,
EMN,http://www.eastman.com,
EMR,http://www.emerson.com,
ENDP,http://www.endo.com,
EOG,http://www.eogresources.com,
EPC,http://www.edgewell.com,
EQIX,http://www.equinix.com,
EQR,http://www.eqr.com,
EQT,http://www.eqt.com,
ES,http://www.eversource.com,
ESRX,http://www.express-scripts.com,
ESS,http://www.essexpropertytrust.com,
ESV,http://www.enscoplc.com,
ETFC,http://us.etrade.com,
ETN,http://www.eaton.com,
ETR,http://www.entergy.com,
EW,http://www.edwards.com,
EXC,http://www.exeloncorp.com,
EXP,http://www.eaglematerials.com,
EXPD,http://www.expeditors.com,
EXPE,http://www.expediainc.com,
EXR,http://www.extraspace.com,
F,http://corporate.ford.com,
FAST,http://www.fastenal.com,
FB,http://www.facebook.com,
FBHS,http://www.fbhs.com,http://apps.shareholder.com/rss/rss.aspx?channels=8368&companyid=AMDA-FNA9X&sh_auth=3933674999%2E0%2E0%2E42788%2E429557bf60c8c27c01a7538886bffad7
FBR,http://www.fibria.com.br,
FCS,http://www.fairchildsemi.com,
FCX,http://www.fcx.com,
FDS,http://www.factset.com,
FDX,http://www.fedex.com,
FE,http://www.firstenergycorp.com,
FFIV,http://www.f5.com,
FHN,http://www.FirstHorizon.com,
FII,http://www.federatedinvestors.com,
FIS,http://www.fisglobal.com,
FISV,http://www.fiserv.com,
FIT,http://www.fitbit.com,
FITB,http://www.53.com,
FL,http://www.footlocker-inc.com,
FLIR,http://www.flir.com,
FLR,http://www.fluor.com,
FLS,http://www.flowserve.com,
FMC,http://www.fmc.com,
FNV,http://www.franco-nevada.com,
FOSL,http://www.fossil.com,
FOXA,http://www.21cf.com,
FRT,http://www.federalrealty.com,
FSLR,http://www.firstsolar.com,
FTI,http://www.fmctechnologies.com,
FTNT,http://www.fortinet.com,
GD,http://www.generaldynamics.com,
GE,http://www.ge.com,
GGP,http://www.ggp.com,
GILD,http://www.gilead.com,
GIS,http://www.generalmills.com,
GLW,http://www.corning.com,
GM,http://www.gm.com,
GME,http://www.gamestop.com,
GNTX,http://www.gentex.com,
GPC,http://www.genpt.com,
GPN,http://www.globalpaymentsinc.com,
GPOR,http://www.gulfportenergy.com,
GPS,http://www.gapinc.com,
GS,http://www.goldmansachs.com,
GT,http://www.goodyear.com,
GWW,http://www.grainger.com,
HAL,http://www.halliburton.com,
HCA,http://www.hcahealthcare.com,
HCN,http://www.welltower.com,
HCP,http://www.hcpi.com,
HD,http://www.homedepot.com,
HES,http://www.hess.com,
HFC,http://www.hollyfrontier.com,
HIG,http://www.thehartford.com,
HOG,http://www.harley-davidson.com,
HOLX,http://www.hologic.com,
HON,http://www.honeywell.com,
HOT,http://www.starwood.com,
HP,http://www.hpinc.com,
HPE,http://www.hpe.com,
HPQ,http://www.hp.com,
HPT,http://www.hptreit.com,
HRB,http://www.hrblock.com,
HRL,http://www.hormelfoods.com,
HRS,http://www.harris.com,
HSIC,http://www.henryschein.com,
HST,http://www.hosthotels.com,
HSY,http://www.hersheys.com,
HUM,http://www.humana.com,
IBM,http://www.ibm.com,http://www-03.ibm.com/press/us/en/rssfeed.wss?keyword=null&maxFeed=&feedType=RSS&topic=all
ICE,http://www.intercontinentalexchange.com,
ICPT,http://www.interceptpharma.com,
IDA,http://www.idacorpinc.com,
IDCC,http://www.interdigital.com,
IDTI,http://www.idt.com,
IDXX,http://www.idexx.com,
IEX,http://www.idexcorp.com,
IFF,http://www.iff.com,
ILMN,http://www.illumina.com,
INCY,http://www.incyte.com,
INGR,http://www.ingredion.com,
INTC,http://www.intel.com,https://www.intc.com/rss/pressrelease.aspx
INTU,http://www.intuit.com,
IP,http://www.internationalpaper.com,
IPG,http://www.interpublic.com,
IPGP,http://www.ipgphotonics.com,
IR,http://www.ingersollrand.com,
IRM,http://www.ironmountain.com,
IRS,http://www.irsa.com.ar,
ISRG,http://www.intuitivesurgical.com,
ITW,http://www.itw.com,
IVZ,http://www.invesco.com,
JACK,http://www.jackinthebox.com,
JBHT,http://www.jbhunt.com,
JBL,http://www.jabil.com,
JBLU,http://www.jetblue.com,
JCI,http://www.johnsoncontrols.com,
JEC,http://www.jacobs.com,
JLL,http://www.jll.com,
JNJ,http://www.jnj.com,
JNPR,http://www.juniper.net,
JNS,http://www.janus.com,
JPM,http://www.jpmorganchase.com,
JWN,http://www.nordstrom.com,
K,http://www.kelloggcompany.com,
KATE,http://www.katespadeandcompany.com,
KBH,http://www.kbhome.com,
KEY,http://www.key.com,
KHC,http://www.kraftheinzcompany.com,
KIM,http://www.kimcorealty.com,
KLAC,http://www.kla-tencor.com,
KMB,http://www.kimberly-clark.com,
KMI,http://www.kindermorgan.com,
KMX,http://www.carmax.com,
KO,http://www.coca-colacompany.com,
KORS,http://www.michaelkors.com,
KR,http://www.thekrogerco.com,
KSS,http://www.KohlsCorporation.com,
KSU,http://www.kcsouthern.com,
L,http://www.loews.com,
LAMR,http://www.lamar.com,
LANC,http://www.lancastercolony.com,
LB,http://www.limitedbrands.com,
LDOS,http://www.leidos.com,
LECO,http://www.lincolnelectric.com,
LEG,http://www.leggett.com,
LEN,http://www.lennar.com,
LH,http://www.labcorp.com,
LII,http://www.lennoxinternational.com,
LIVN,http://www.livanova.com,
LKQ,http://www.lkqcorp.com,
LLL,http://www.l-3com.com,
LLTC,http://www.linear.com,
LLY,http://www.lilly.com,
LM,http://www.leggmason.com,
LMT,http://www.lockheedmartin.com,
LNC,http://www.lfg.com,
LNKD,http://www.linkedin.com,
LOW,http://www.lowes.com,
LPX,http://www.lpcorp.com,
LRCX,http://www.lamresearch.com,
LUK,http://www.leucadia.com,
LUV,http://www.southwest.com,
LVLT,http://www.level3.com,
LYB,http://www.lyondellbasell.com,
M,http://www.macysinc.com,
MA,http://www.mastercard.com,
MAA,http://www.maac.com,
MAC,http://www.macerich.com,
MAN,http://www.manpowergroup.com,
MANU,http://www.manutd.com,
MAR,http://www.marriott.com,
MAS,http://www.masco.com,
MCD,http://www.aboutmcdonalds.com,
MCHP,http://www.microchip.com,
MCK,http://www.mckesson.com,
MCO,http://www.moodys.com,
MDLZ,http://www.mondelezinternational.com,
MDRX,http://www.allscripts.com,
MDT,http://www.medtronic.com,
MDVN,http://www.medivation.com,
MELI,http://www.mercadolibre.com,
MENT,http://www.mentor.com,
MET,http://investor.metlife.com,
MHK,http://www.mohawkind.com,
MJN,http://www.meadjohnson.com,
MKC,http://www.mccormickcorporation.com,
MLM,http://www.martinmarietta.com,
MMC,http://www.mmc.com,
MMM,http://www.3m.com,
MMS,http://www.maximus.com,
MMYT,http://www.makemytrip.com,
MNK,http://www.mallinckrodt.com,
MNST,http://www.monsterbevcorp.com,
MO,http://www.altria.com,
MON,http://www.monsanto.com,
MOS,http://www.mosaicco.com,
MPC,http://www.marathonpetroleum.com,
MRK,http://www.merck.com,
MS,http://www.morganstanley.com,
MSCI,http://www.msci.com,
MSFT,http://www.microsoft.com,https://news.microsoft.com/feed/
MSI,http://www.motorolasolutions.com,
MTB,http://www.mtb.com,
MU,http://www.micron.com,
MUR,http://www.murphyoilcorp.com,
MYL,http://www.mylan.com,
NBL,http://www.nobleenergyinc.com,
NDAQ,http://www.business.nasdaq.com,http://apps.shareholder.com/rss/rss.aspx?channels=274&companyid=NDAQ&sh_auth=3877783351%2E0%2E0%2E42781%2E7df80643b919bfa1768fa771a4307831
NEE,http://www.nexteraenergy.com,
NEM,http://www.newmont.com,
NFLX,http://www.netflix.com,
NFX,http://www.newfield.com,
NI,http://www.nisource.com,
NKE,http://www.nikeinc.com,
NLSN,http://www.nielsen.com,
NOC,http://www.northropgrumman.com,
NOV,http://www.natoil.com,
NRG,http://www.nrgenergy.com,
NSC,http://www.nscorp.com,
NTAP,http://www.netapp.com,
NTRS,http://www.northerntrust.com,
NUE,http://www.nucor.com,
NVDA,http://www.nvidia.com,
NWL,http://www.newellrubbermaid.com,
NWSA,http://newscorp.com,
NXPI,http://www.nxp.com,
NYCB,http://www.mynycb.com,
O,http://www.realtyincome.com,
OFC,http://www.copt.com,
OGE,http://www.oge.com,
OI,http://www.o-i.com,
OII,http://www.oceaneering.com,
OIS,http://www.oilstatesintl.com,
OKE,http://www.oneok.com,
OLN,http://www.olin.com,
OMC,http://www.omnicomgroup.com,
ORCL,http://www.oracle.com,
ORI,http://www.oldrepublic.com,
ORLY,http://www.oreillyauto.com,
OSK,http://www.oshkoshcorporation.com,
OXY,http://www.oxy.com,
PAY,http://www.verifone.com,
PAYX,http://www.paychex.com,
PBCT,http://www.peoples.com,
PBI,http://www.pitneybowes.com,
PBR,http://www.petrobras.com.br,
PCAR,http://www.paccar.com,
PCG,http://www.pgecorp.com,
PCLN,http://www.pricelinegroup.com,
PDCO,http://www.pattersoncompanies.com,
PEG,http://www.pseg.com,
PEP,http://www.pepsico.com,
PFE,http://www.pfizer.com,
PFG,http://www.principal.com,
PG,http://us.pg.com,
PGR,http://www.progressive.com,
PH,http://www.parker.com,
PHM,http://www.pultegroupinc.com,
PII,http://www.polaris.com,
PKG,http://www.packagingcorp.com,
PKI,http://www.perkinelmer.com,
PLD,http://www.prologis.com,
PM,http://www.pmi.com,
PNC,http://www.pnc.com,
PNM,http://www.pnmresources.com,
PNR,http://www.pentair.com,
PNW,http://www.pinnaclewest.com,
POT,http://www.potashcorp.com,
PPG,http://www.ppg.com,
PPL,http://www.pplweb.com,
PRGO,http://www.perrigo.com,
PRU,http://www.prudential.com,
PSA,http://www.publicstorage.com,
PSX,http://www.phillips66.com,
PVH,http://www.pvh.com,
PWR,http://www.quantaservices.com,
PX,http://www.praxair.com,
PXD,http://www.pxd.com,
QCOM,http://www.qualcomm.com,
QRVO,http://www.qorvo.com,
R,http://www.ryder.com,
RACE,http://www.ferrari.com,
RAI,http://www.reynoldsamerican.com,
RCL,http://www.royalcaribbean.com,
REGN,http://www.regeneron.com,
RF,http://www.regions.com,
RGLD,http://www.royalgold.com,
RHI,http://www.roberthalf.com,
RHT,http://www.redhat.com,
RIG,http://www.deepwater.com,
RL,http://www.ralphlauren.com,
ROK,http://www.rockwellautomation.com,
ROP,http://www.ropertech.com,
ROST,http://www.rossstores.com,
RRC,http://www.rangeresources.com,
RRD,http://www.rrdonnelley.com,
RSG,http://www.republicservices.com,
RTN,http://www.raytheon.com,
SAM,http://www.bostonbeer.com,
SAN,http://www.santander.com,
SBNY,http://www.signatureny.com,
SBUX,http://www.starbucks.com,
SCG,http://www.scana.com,
SCI,http://www.sci-corp.com,
SE,http://www.spectraenergy.com,
SEE,http://www.sealedair.com,
SHLD,http://www.searsholdings.com,
SHW,http://www.sherwin.com,
SIG,http://www.signetjewelers.com,
SJM,http://www.jmsmucker.com,
SKX,http://skx.com,
SLB,http://www.slb.com,
SLW,http://www.silverwheaton.com,
SMG,http://www.scotts.com,
SNA,http://www1.snapon.com,
SNDK,http://www.sandisk.com,
SNI,http://www.scrippsnetworks.com,
SNV,http://www.synovus.com,
SO,http://www.southernco.com,
SON,http://www.sonoco.com,
SPG,http://www.simon.com,
SPN,http://www.superiorenergy.com,
SQM,http://www.sqm.com,
SRCL,http://www.stericycle.com,
SRE,http://www.sempra.com,
SSS,http://www.unclebobs.com,
STI,http://www.suntrust.com,
STJ,http://www.sjm.com,
STLD,http://www.steeldynamics.com,
STR,http://www.questar.com,
STT,http://www.statestreet.com,
STX,http://www.seagate.com,
STZ,http://www.cbrands.com,
SWK,http://www.stanleyblackanddecker.com,
SWKS,http://www.skyworksinc.com,
SYF,http://www.synchronyfinancial.com,
SYK,http://www.strykercorp.com,
SYMC,http://www.symantec.com,
SYNA,http://www.synaptics.com,
SYY,http://www.sysco.com,
T,http://www.att.com,
TAP,http://www.molsoncoors.com,
TCO,http://www.taubman.com,
TDC,http://www.teradata.com,
TDS,http://www.tdsinc.com,
TECD,http://www.techdata.com,
TEL,http://www.te.com,
TER,http://www.teradyne.com,
TEVA,http://www.tevapharm.com,
TEX,http://www.terex.com,
TFX,http://www.teleflex.com,
TGI,http://www.triumphgroup.com,
TGNA,http://www.tegna.com,
TGT,http://www.targetcorp.com,
THC,http://www.tenethealth.com,
THG,http://www.hanover.com,
THS,http://www.treehousefoods.com,
TIF,http://www.tiffany.com,
TJX,http://www.tjx.com,
TMK,http://www.torchmarkcorp.com,
TMO,http://www.thermofisher.com,
TPX,http://www.tempursealy.com,
TRIP,http://www.tripadvisor.com,
TRN,http://www.trin.net,
TROW,http://www.troweprice.com,
TRV,http://www.travelers.com,
TSCO,http://www.tractorsupply.com,
TSLA,http://www.teslamotors.com,http://apps.shareholder.com/rss/rss.aspx?channels=7196&companyid=ABEA-4CW8X0&sh_auth=3877743900%2E0%2E0%2E42781%2E63abe2a50f0e4309bc3f34fe6f2d4cac
TSM,http://www.tsmc.com,
TSN,http://www.tyson.com,
TSO,http://www.tsocorp.com,
TSS,http://www.tsys.com,
TTC,http://www.thetorocompany.com,
TWC,http://www.timewarnercable.com,
TWTR,http://www.twitter.com,
TWX,http://www.timewarner.com,
TXN,http://www.ti.com,
TXT,http://www.textron.com,
TYC,http://www.tyco.com,
UA,http://www.uabiz.com,
UAL,http://www.unitedcontinentalholdings.com,
UDR,http://www.udr.com,
UFS,http://www.domtar.com,
UHS,http://www.uhsinc.com,
UNFI,http://www.unfi.com,
UNH,http://www.unitedhealthgroup.com,
UNM,http://www.unum.com,
UNP,http://www.up.com,
UPS,http://www.ups.com,
URBN,http://www.urbanoutfittersinc.com,
URI,http://www.unitedrentals.com,
USB,http://www.usbank.com,
UTHR,http://www.unither.com,
UTX,http://www.utc.com,
V,http://www.visa.com,
VAL,http://www.valspar.com,
VAR,http://www.varian.com,
VFC,http://www.vfc.com,
VIAB,http://www.viacom.com,
VLO,http://www.valero.com,
VMC,http://www.vulcanmaterials.com,
VNO,http://www.vno.com,
VRSK,http://www.verisk.com,
VRSN,http://www.verisign.com,
VRTX,http://www.vrtx.com,
VTR,http://www.ventasreit.com,
VZ,http://www.verizon.com,
WAT,http://www.waters.com,
WBA,http://www.walgreensbootsalliance.com,
WCN,http://www.wasteconnections.com,
WDC,http://www.wdc.com,
WEC,http://www.wecenergygroup.com,
WFC,http://www.wellsfargo.com,
WFM,http://www.wholefoodsmarket.com,
WHR,http://www.whirlpoolcorp.com,
WM,http://www.wm.com,
WMB,http://co.williams.com,
WMT,http://www.stock.walmart.com,
WNR,http://www.wnr.com,
WRK,http://www.westrock.com,
WSM,http://www.williams-sonomainc.com,
WTR,http://www.aquaamerica.com,
WU,http://www.westernunion.com,
WWAV,http://www.whitewave.com,
WY,http://www.weyerhaeuser.com,
WYN,http://www.wyndhamworldwide.com,
WYNN,http://www.wynnresorts.com,
XEC,http://www.cimarex.com,
XEL,http://www.xcelenergy.com,
XL,http://www.xlgroup.com,
XLNX,http://www.xilinx.com,
XOM,http://corporate.exxonmobil.com,
XRAY,http://www.DENTSPLY.com,
XRX,http://www.xerox.com,
XYL,http://www.xyleminc.com,
YHOO,http://www.yahoo.com,http://apps.shareholder.com/rss/rss.aspx?channels=632&companyid=YHOO&sh_auth=3877844915%2E0%2E0%2E42781%2E9bfab8b24c0a6183b01652b06be35029
YUM,http://www.yum.com,
ZBRA,http://www.zebra.com,
ZION,http://www.zionsbancorporation.com,
ZTS,http://www.zoetis.com,
